City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,vestmannaeyjar,63.4427,-20.2734,7.55,81,100,2.06,IS,1681410716
355,botou,38.0667,116.5667,16.66,71,39,1.83,CN,1681410716
356,gediz,39.0417,29.41,8.18,68,4,1.8,TR,1681410717
357,aranos,-24.1333,19.1167,21.88,10,1,4.46,NA,1681410717
358,venafro,41.4834,14.0451,12.14,90,100,2.11,IT,1681410717
359,pouebo,-20.4,164.5667,23.17,96,100,1.52,NC,1681410717
360,bud,39.447,-86.1758,26.63,30,0,2.28,US,1681410717
361,natal,-5.795,-35.2094,30.36,65,20,7.72,BR,1681410518
362,jieshi,22.8134,115.8257,20.89,89,42,1.37,CN,1681410718
363,rehoboth,-23.3167,17.0833,20.22,17,0,4.45,NA,1681410718
364,sao felix do xingu,-6.6447,-51.995,29.59,69,67,0.93,BR,1681410718
365,yerbogachen,61.2767,108.0108,-6.2,84,100,5.02,RU,1681410718
366,kilindoni,-7.9139,39.6668,27.5,78,99,5.03,TZ,1681410719
367,poltavka,54.3663,71.7632,8.03,56,63,4.77,RU,1681410719
368,lata,40.1629,-8.3327,14.49,73,89,3.35,PT,1681410719
369,pisco,-13.7,-76.2167,30.03,51,0,7.72,PE,1681410719
370,biskamzha,53.4497,89.5272,1.41,95,100,3.03,RU,1681410719
371,puerto escondido,15.85,-97.0667,30.46,70,20,4.12,MX,1681410719
372,noumea,-22.2763,166.4572,26.11,99,100,2.64,NC,1681410604
373,lubango,-14.9172,13.4925,16.12,86,60,2.12,AO,1681410720
374,trinidad,-14.8333,-64.9,25.99,94,75,2.57,BO,1681410657
375,voyvozh,62.892,54.9635,-18.2,97,13,1.97,RU,1681410741
376,komsomolskiy,40.4272,71.7189,16.4,77,0,3.09,UZ,1681410742
377,ust-koksa,50.2696,85.6108,-1.7,93,96,0.67,RU,1681410742
378,krasnyy chikoy,50.3643,108.7512,-9.34,85,43,0.98,RU,1681410742
379,les herbiers,46.8667,-1.0167,9.44,86,100,5.16,FR,1681410742
380,satellite beach,28.1761,-80.5901,32.27,60,0,3.6,US,1681410742
381,bilma,18.6853,12.9164,27.74,8,65,2.68,NE,1681410743
382,chuchkovo,54.2693,41.4465,9.87,60,96,10.43,RU,1681410743
383,yangambi,0.8102,24.4336,21.94,97,100,1.65,CD,1681410743
384,vitina,43.2375,17.4839,18.76,84,100,2.83,BA,1681410744
385,nizhniy chir,48.3597,43.0865,10.68,91,100,11.05,RU,1681410744
386,hambantota,6.1241,81.1185,27.19,100,20,0.51,LK,1681410744
387,kavieng,-2.5744,150.7967,28.1,78,50,5.51,PG,1681410744
388,lorengau,-2.0226,147.2712,27.48,81,97,5.72,PG,1681410744
389,namikupa,-10.8333,39.6,21.61,99,85,0.81,TZ,1681410745
390,santander,43.4647,-3.8044,12.62,77,75,6.69,ES,1681410730
391,viedma,-40.8135,-62.9967,13.75,37,2,5.49,AR,1681410665
392,filingue,14.3521,3.3168,33.61,12,100,2.26,NE,1681410745
393,dokka,60.84,10.0618,2.81,100,100,1.9,NO,1681410745
394,cidreira,-30.1811,-50.2056,19.57,84,100,5.32,BR,1681410746
395,olavarria,-36.8927,-60.3225,16.63,23,93,5.48,AR,1681410746
396,usinsk,65.9939,57.5281,-15.04,97,90,4.12,RU,1681410746
397,seydi,39.4816,62.9137,31.26,14,70,11.54,TM,1681410746
398,sasykoli,47.5515,46.9968,12.64,79,100,7.61,RU,1681410746
399,sioux lookout,50.1001,-91.917,8.04,53,75,2.06,CA,1681410746
400,kawambwa,-9.7915,29.0791,17.08,97,94,1.63,ZM,1681410747
401,aviles,43.5547,-5.9248,13.85,70,75,6.17,ES,1681410747
402,diego de almagro,-26.3667,-70.05,26.21,21,3,4.72,CL,1681410747
403,pedernales,18.0384,-71.744,27.2,74,81,1.66,DO,1681410747
404,bolanos de calatrava,38.9069,-3.6635,17.82,25,0,5.14,ES,1681410748
405,tarko-sale,64.9225,77.785,-17.72,92,99,7.73,RU,1681410748
406,khandyga,62.6667,135.6,-4.72,94,100,0.91,RU,1681410748
407,ndende,-2.4008,11.3581,24.55,95,62,1.15,GA,1681410748
408,cabo san lucas,22.8909,-109.9124,30.61,26,20,5.14,MX,1681410529
409,richards bay,-28.783,32.0377,21.02,91,88,2.88,ZA,1681410749
410,roma,43.2128,-75.4557,28.38,32,0,7.2,US,1681410701
411,bac lieu,9.285,105.7244,27.72,76,99,2.42,VN,1681410749
412,faya,18.3851,42.4509,17.06,64,0,1.81,SA,1681410751
413,talnakh,69.4865,88.3972,-24.38,98,100,3.42,RU,1681410751
414,yar-sale,66.8333,70.8333,-18.08,91,77,7.92,RU,1681410751
415,burnie,-41.0667,145.9167,11.64,84,9,4.17,AU,1681410774
416,faanui,-16.4833,-151.75,27.46,72,16,4.29,PF,1681410774
417,manitouwadge,49.1215,-85.8403,6.86,85,100,3.34,CA,1681410516
418,harrismith,-28.2728,29.1295,13.78,52,43,1.8,ZA,1681410775
419,mayo,38.8876,-76.5119,32.04,29,0,2.24,US,1681410775
420,nuuk,64.1835,-51.7216,3.34,70,75,2.57,GL,1681410755
421,vostok,46.4856,135.8833,-4.5,98,43,1.03,RU,1681410776
422,coruripe,-10.1256,-36.1756,27.75,64,100,5.54,BR,1681410776
423,falmouth,50.1544,-5.0711,9.81,80,75,5.14,GB,1681410776
424,north bend,43.4065,-124.2243,11.62,66,100,1.54,US,1681410629
425,tshikapa,-6.4167,20.8,23.77,82,0,1.08,CD,1681410777
426,sovetskiy,61.3614,63.5842,-16.35,98,82,1.62,RU,1681410777
427,leh,34.1667,77.5833,-5.43,46,2,1.6,IN,1681410778
428,bom jesus,-9.0744,-44.3586,36.03,25,100,2.43,BR,1681410778
429,tartagal,-22.5164,-63.8013,16.18,89,100,2.55,AR,1681410778
430,tiarei,-17.5333,-149.3333,28.01,70,13,5.74,PF,1681410778
431,chara,56.9064,118.2631,-8.21,86,100,1.03,RU,1681410733
432,ndele,8.4109,20.6473,24.37,70,58,2.49,CF,1681410778
433,mataram,-8.5833,116.1167,24.45,88,100,1.53,ID,1681410779
434,barrhead,55.7992,-4.3929,8.92,80,75,7.15,GB,1681410779
435,khanpur,28.6453,70.6567,31.75,16,0,3.93,PK,1681410628
436,aklavik,68.2191,-135.0107,-18.0,65,75,2.57,CA,1681410779
437,port augusta,-32.5,137.7667,14.46,63,9,2.18,AU,1681410779
438,sabang,5.8933,95.3214,28.14,76,25,2.6,ID,1681410779
439,avera,33.194,-82.5271,20.31,66,100,6.36,US,1681410780
440,nikolskoye,59.7035,30.7861,4.95,71,100,4.8,RU,1681410780
441,brodnica,53.2597,19.3965,14.11,74,100,3.21,PL,1681410780
442,tucuman,-26.8241,-65.2226,14.0,94,100,2.57,AR,1681410747
443,mazagao,-0.115,-51.2894,32.03,60,95,2.64,BR,1681410780
444,camapua,-19.5314,-54.0439,27.77,73,36,3.11,BR,1681410780
445,cortes,41.9395,-1.4396,16.03,62,70,8.1,ES,1681410781
446,fairbanks,64.8378,-147.7164,-10.43,81,75,0.45,US,1681410600
447,vanimo,-2.6741,141.3028,24.9,87,84,2.44,PG,1681410781
448,galle,6.0367,80.217,26.73,84,38,2.86,LK,1681410526
449,aykhal,66.0,111.5,-15.53,100,100,3.98,RU,1681410781
450,port lincoln,-34.7333,135.8667,16.0,74,84,6.4,AU,1681410782
451,clyde river,70.4692,-68.5914,-11.87,67,75,8.75,CA,1681410782
452,dunnville,42.9001,-79.6163,27.36,63,12,7.65,CA,1681410782
453,chengde,40.9725,117.9361,9.98,30,7,1.71,CN,1681410782
454,mitsamiouli,-11.3847,43.2844,27.29,76,60,3.2,KM,1681410782
455,selishche,56.8879,33.2691,6.11,67,100,5.78,RU,1681410783
456,bafia,4.75,11.2333,25.72,69,10,2.42,CM,1681410783
457,hohhot,40.8106,111.6522,7.16,33,100,4.0,CN,1681410783
458,galveston,29.3669,-94.9669,26.72,66,20,3.6,US,1681410417
459,trairi,-3.2778,-39.2689,27.42,84,99,4.88,BR,1681410599
460,tura,25.5198,90.2201,25.29,23,99,1.62,IN,1681410784
461,belaya gora,68.5333,146.4167,-21.78,100,95,1.02,RU,1681410784
462,gat,31.61,34.7642,15.38,100,0,1.9,IL,1681410784
463,salinopolis,-0.6136,-47.3561,28.61,73,94,3.93,BR,1681410785
464,zarya,55.7553,38.0958,12.1,53,99,6.67,RU,1681410785
465,maragogi,-9.0122,-35.2225,27.27,66,100,3.83,BR,1681410785
466,pontiac,42.6389,-83.2911,28.42,28,20,7.2,US,1681410785
467,daru,-9.0763,143.2092,24.52,88,87,1.6,PG,1681410785
468,bathsheba,13.2167,-59.5167,30.34,58,40,8.23,BB,1681410786
469,smolensk,55.0,33.0,11.19,57,100,7.11,RU,1681410786
470,adrar,20.5022,-10.0711,30.06,24,100,3.91,MR,1681410786
471,dom pedro,-4.4833,-44.45,27.11,89,82,1.54,BR,1681410510
472,sinnamary,5.3833,-52.95,27.63,76,60,4.15,GF,1681410787
473,sao joao da barra,-21.6403,-41.0511,30.05,82,23,6.09,BR,1681410787
474,halifax,44.6453,-63.5724,17.41,35,20,5.66,CA,1681410117
475,clinton,42.587,-82.9199,29.29,30,0,8.23,US,1681410787
476,bull savanna,17.8868,-77.5902,27.67,66,20,5.26,JM,1681410788
477,hinton,53.4001,-117.5857,5.16,57,88,1.74,CA,1681410788
478,longavi,-35.9667,-71.6833,22.96,37,12,2.69,CL,1681410788
479,glendive,47.1053,-104.7125,7.79,57,100,7.2,US,1681410788
480,zwedru,6.0667,-8.1281,26.72,77,100,1.72,LR,1681410789
481,pakxan,18.3778,103.6601,30.52,60,100,1.48,LA,1681410789
482,shingu,33.7333,135.9833,11.23,68,100,2.14,JP,1681410789
483,ostrovnoy,68.0531,39.5131,-9.2,82,13,6.44,RU,1681410790
484,mizque,-17.941,-65.3402,26.84,41,20,5.09,BO,1681410790
485,launceston,-41.45,147.1667,10.08,92,2,4.63,AU,1681410790
486,qaqortoq,60.7167,-46.0333,2.25,73,100,1.19,GL,1681410790
487,mumford,5.2618,-0.759,27.85,83,3,4.86,GH,1681410791
488,polazna,58.2946,56.4055,-2.34,67,88,4.31,RU,1681410791
489,alofi,-19.0595,-169.9187,25.94,83,98,4.12,NU,1681410791
490,tashla,51.7716,52.7427,13.18,61,100,11.09,RU,1681410791
491,makat,47.6469,53.3463,21.05,49,100,5.72,KZ,1681410791
492,san policarpo,12.1791,125.5072,25.62,90,28,2.27,PH,1681410792
493,dhidhdhoo,6.8833,73.1,28.61,71,87,0.38,MV,1681410792
494,angoche,-16.2325,39.9086,24.77,84,72,2.1,MZ,1681410792
495,clevelandia,-26.3958,-52.4708,23.75,61,100,1.98,BR,1681410793
496,freeport,40.6576,-73.5832,32.45,31,0,7.72,US,1681410793
497,sungaipenuh,-2.0833,101.3833,18.11,97,100,0.68,ID,1681410793
498,hobyo,5.3505,48.5268,28.69,72,90,5.39,SO,1681410793
499,christchurch,-43.5333,172.6333,12.4,89,75,2.57,NZ,1681410627
500,turukhansk,65.8167,87.9833,-21.5,99,99,2.48,RU,1681410794
501,puerto carreno,6.189,-67.4859,35.99,44,40,3.09,CO,1681410554
502,nurlat,54.4277,50.8051,7.97,64,100,10.4,RU,1681410794
503,lengshuijiang,27.6881,111.4294,21.82,91,16,1.26,CN,1681410794
504,broome,42.2506,-75.833,29.47,31,0,6.17,US,1681410794
505,guaruja,-23.9931,-46.2564,29.92,70,40,3.6,BR,1681410540
506,gazojak,41.1875,61.4036,30.4,13,79,7.33,TM,1681410680
507,san vicente,-26.6167,-54.1333,19.04,95,100,1.68,AR,1681410795
508,baiyin,36.5583,104.2081,5.29,68,100,3.19,CN,1681410795
509,bolshoy lug,52.0779,104.0919,-6.9,85,7,2.18,RU,1681410795
510,kuito,-12.3833,16.9333,15.64,93,98,0.94,AO,1681410795
511,kulhudhuffushi,6.6221,73.07,28.65,72,100,1.29,MV,1681410796
512,mao,39.8885,4.2658,14.31,54,0,4.12,ES,1681410796
513,fort nelson,58.8053,-122.7002,8.3,36,40,3.6,CA,1681410796
514,snyder,32.7179,-100.9176,27.83,31,0,6.17,US,1681410796
515,quesnel,52.9999,-122.5029,5.28,48,75,3.6,CA,1681410796
516,itai,-23.4178,-49.0906,26.04,68,23,2.08,BR,1681410797
517,tanabi,-20.6264,-49.6492,28.12,61,50,1.82,BR,1681410797
518,eenhana,-17.4667,16.3333,24.66,38,28,2.57,NA,1681410797
519,fremont,37.5483,-121.9886,17.28,35,0,4.63,US,1681410366
520,cairns,-16.9167,145.7667,25.59,94,67,1.54,AU,1681410697
521,college,64.8569,-147.8028,-9.18,81,40,0.0,US,1681410800
522,lima,-12.0432,-77.0282,27.14,61,0,6.69,PE,1681410502
523,anadyr,64.75,177.4833,-24.72,84,0,4.0,RU,1681410800
524,gisborne,-38.6533,178.0042,15.97,85,100,3.82,NZ,1681410801
525,aksarka,66.5606,67.7975,-27.24,91,5,1.83,RU,1681410801
526,sibolga,1.7427,98.7792,24.68,91,58,1.25,ID,1681410801
527,arkhara,49.4212,130.0842,-0.97,76,94,2.63,RU,1681410801
528,opuwo,-18.0607,13.84,26.44,30,100,3.0,NA,1681410801
529,williams lake,52.1415,-122.1445,3.76,64,75,0.0,CA,1681410629
530,calarasi,47.2544,28.3081,9.72,75,8,1.49,MD,1681410802
531,lac-megantic,45.5834,-70.8823,20.29,61,1,5.18,CA,1681410605
532,lavrentiya,65.5833,-171.0,-19.94,87,14,3.14,RU,1681410802
533,puerto madero,14.7208,-92.4215,34.11,52,20,5.14,MX,1681410803
534,bilibino,68.0546,166.4372,-23.57,98,86,1.45,RU,1681410803
535,mahon,39.8885,4.2658,14.31,54,0,4.12,ES,1681410803
536,nome,64.5011,-165.4064,-22.69,84,0,0.0,US,1681410588
537,nivala,63.9167,24.9667,-0.18,87,9,4.34,FI,1681410803
538,pionki,51.476,21.4499,11.99,62,12,3.34,PL,1681410804
539,ahipara,-35.1667,173.1667,16.4,94,23,3.17,NZ,1681410804
540,conway,35.0887,-92.4421,26.75,35,0,0.0,US,1681410659
541,bukama,-9.2,25.85,21.93,94,99,0.5,CD,1681410804
542,atar,20.5169,-13.0499,33.14,30,56,2.62,MR,1681410805
543,salamanca,40.8333,-6.0,11.88,72,50,3.74,ES,1681410805
544,yenagoa,4.9247,6.2642,27.11,86,95,2.28,NG,1681410805
545,krasnopavlivka,49.1372,36.3272,8.79,94,100,3.0,UA,1681410805
546,olovyannaya,50.95,115.5667,-0.07,86,98,2.86,RU,1681410806
547,coihaique,-45.5752,-72.0662,15.34,43,0,3.09,CL,1681410806
548,kovernino,57.1253,43.8142,2.84,54,70,6.8,RU,1681410806
549,chegutu,-18.1302,30.1407,20.22,62,60,1.81,ZW,1681410807
550,la tuque,47.4334,-72.7824,18.14,29,100,2.57,CA,1681410807
551,mahad,18.0833,73.4167,31.3,36,76,1.94,IN,1681410807
552,abu dhabi,24.4667,54.3667,31.06,55,0,1.03,AE,1681410802
553,yulara,-25.2406,130.9889,24.78,43,100,4.42,AU,1681410807
554,sahuaripa,29.05,-109.2333,30.26,10,5,8.42,MX,1681410808
555,nagai,38.1036,140.035,6.76,58,11,1.77,JP,1681410808
556,svetlaya,46.5389,138.3297,1.27,72,98,1.35,RU,1681410810
557,ust-maya,60.4167,134.5333,-9.34,100,100,0.51,RU,1681410810
558,saint george,37.1041,-113.5841,22.46,29,0,4.47,US,1681410629
559,antofagasta,-23.65,-70.4,21.6,74,36,4.52,CL,1681410811
560,zhatay,62.1594,129.8294,-2.97,80,0,1.0,RU,1681410811
561,mangrol,21.1167,70.1167,26.73,66,100,5.74,IN,1681410811
562,beringovskiy,63.05,179.3167,-19.43,94,60,2.6,RU,1681410811
563,labytnangi,66.6572,66.4183,-24.16,89,4,3.33,RU,1681410812
564,guerrero negro,27.9769,-114.0611,17.44,56,14,7.58,MX,1681410652
565,gambela,8.25,34.5833,26.93,63,99,1.8,ET,1681410812
566,pokhara,28.2333,83.9833,22.83,22,51,3.35,NP,1681410557
